,PC6,M_INKHH
12065,1086WH,9
12066,1086XP,10
12067,1086XR,8
12068,1086XT,9
12069,1086XV,2
12070,1086XX,8
12071,1086XZ,9
12072,1086ZA,10
12073,1086ZC,9
12074,1086ZE,9
12075,1086ZG,11
12076,1086ZH,5
12077,1086ZJ,9
12078,1086ZK,5
12079,1086ZL,9
12080,1086ZM,11
12081,1086ZR,7
12082,1086ZS,9
12083,1086ZT,11
12084,1086ZV,5
12085,1087AT,2
12086,1087AV,2
12087,1087AW,7
12088,1087AX,5
12089,1087AZ,9
12090,1087BB,9
12091,1087BC,11
12092,1087BE,5
12093,1087BN,2
12094,1087BP,8
12095,1087BR,9
12096,1087BS,8
12097,1087BT,11
12098,1087BV,11
12099,1087BW,5
12100,1087CC,7
12101,1087CD,11
12102,1087CE,11
12103,1087CH,7
12104,1087CJ,11
12105,1087CL,9
12106,1087CM,11
12107,1087CN,8
12108,1087DA,10
12109,1087DB,5
12110,1087DC,9
12111,1087DE,5
12112,1087DG,10
12113,1087DH,2
12114,1087DJ,8
12115,1087DK,11
12116,1087DL,10
12117,1087DM,9
12118,1087DN,11
12119,1087DP,9
12120,1087DR,8
12121,1087DS,2
12122,1087EG,9
12123,1087EH,7
12124,1087EK,7
12125,1087EL,8
12126,1087EM,10
12127,1087EN,9
12128,1087EP,10
12129,1087ER,11
12130,1087GC,9
12131,1087GD,11
12132,1087GE,9
12133,1087GJ,4
12134,1087GK,4
12135,1087GL,9
12136,1087GM,10
12137,1087GT,9
12138,1087GX,10
12139,1087GZ,4
12140,1087HA,11
12141,1087HC,11
12142,1087HN,7
12143,1087HS,5
12144,1087HT,7
12145,1087HV,8
12146,1087HW,8
12147,1087JA,9
12148,1087JB,4
12149,1087JC,11
12150,1087JE,4
12151,1087JG,7
12152,1087JH,8
12153,1087JJ,8
12154,1087JK,10
12155,1087JT,11
12156,1087JV,7
12157,1087KA,11
12158,1087KB,11
12159,1087KC,5
12160,1087KD,4
12161,1087KE,11
12162,1087KG,11
12163,1087KH,9
12164,1087KJ,8
12165,1087KK,8
12166,1087KL,2
12167,1087KM,5
12168,1087KN,8
12169,1087KP,5
12170,1087KR,4
12171,1087LA,5
12172,1087LB,4
12173,1087LC,5
12174,1087LD,4
12175,1087LE,10
12176,1087LG,7
12177,1087LH,2
12178,1087LL,4
12179,1087LM,9
12180,1087LN,9
12181,1087LP,10
12182,1087LR,2
12183,1087LS,9
12184,1087MA,11
12185,1087MB,8
12186,1087MC,10
12187,1087MD,8
12188,1087ME,10
12189,1087MG,11
12190,1087MH,7
12191,1087MJ,11
12192,1087MK,1
12193,1087ML,7
12194,1087MN,10
12195,1087MR,11
12196,1087MS,10
12197,1087NA,9
12198,1087NB,9
12199,1087NC,10
12200,1087NE,10
12201,1087NG,11
12202,1087NH,10
12203,1087SC,10
12204,1091AA,5
12205,1091AC,4
12206,1091AD,5
12207,1091AE,5
12208,1091AG,10
12209,1091AH,5
12210,1091AK,4
12211,1091AL,1
12212,1091AM,4
12213,1091AN,4
12214,1091AP,5
12215,1091AR,8
12216,1091AS,5
12217,1091AT,5
12218,1091AV,2
12219,1091AW,5
12220,1091AX,2
12221,1091AZ,4
12222,1091BA,10
12223,1091BB,5
12224,1091BC,5
12225,1091BD,1
12226,1091BE,7
12227,1091BG,5
12228,1091BH,2
12229,1091BJ,2
12230,1091BK,2
12231,1091BP,8
12232,1091BR,11
12233,1091BS,11
12234,1091BT,8
12235,1091BV,2
12236,1091BW,2
12237,1091BX,9
12238,1091BZ,5
12239,1091CB,11
12240,1091CC,9
12241,1091CD,9
12242,1091CE,4
12243,1091CG,7
12244,1091CH,2
12245,1091CJ,7
12246,1091CK,8
12247,1091CL,4
12248,1091CM,2
12249,1091CN,4
12250,1091CP,5
12251,1091CR,9
12252,1091CS,9
12253,1091CT,7
12254,1091CV,5
12255,1091CW,8
12256,1091CX,7
12257,1091CZ,5
12258,1091DA,4
12259,1091DB,5
12260,1091DE,4
12261,1091DH,7
12262,1091DJ,8
12263,1091DK,5
12264,1091DL,5
12265,1091DM,8
12266,1091DN,5
12267,1091DP,7
12268,1091DR,5
12269,1091DS,8
12270,1091DT,8
12271,1091DV,7
12272,1091DZ,5
12273,1091EA,9
12274,1091EB,10
12275,1091EC,10
12276,1091ED,8
12277,1091EE,7
12278,1091EG,7
12279,1091EH,2
12280,1091EJ,5
12281,1091EK,8
12282,1091EL,9
12283,1091EM,10
12284,1091EN,5
12285,1091EP,9
12286,1091ER,8
12287,1091ES,8
12288,1091ET,5
12289,1091EX,5
12290,1091EZ,8
12291,1091GA,10
12292,1091GB,5
12293,1091GC,7
12294,1091GD,1
12295,1091GE,2
12296,1091GG,2
12297,1091GH,2
12298,1091GK,2
12299,1091GL,1
12300,1091GM,8
12301,1091GN,10
12302,1091GP,5
12303,1091GR,8
12304,1091GS,11
12305,1091GT,11
12306,1091GV,7
12307,1091GW,8
12308,1091GX,4
12309,1091GZ,4
12310,1091HA,7
12311,1091HB,2
12312,1091HC,1
12313,1091HE,5
12314,1091HG,4
12315,1091HJ,5
12316,1091HK,4
12317,1091HM,4
12318,1091HP,5
12319,1091HR,5
12320,1091HS,2
12321,1091HT,5
12322,1091HV,10
12323,1091HW,5
12324,1091HX,2
12325,1091HZ,2
12326,1091JB,4
12327,1091JC,4
12328,1091JD,2
12329,1091JE,7
12330,1091JG,2
12331,1091JH,2
12332,1091JJ,2
12333,1091JL,7
12334,1091JM,2
12335,1091JN,2
12336,1091JR,9
12337,1091JS,2
12338,1091JT,4
12339,1091JV,2
12340,1091JW,2
12341,1091JX,8
12342,1091JZ,7
12343,1091KA,9
12344,1091KB,7
12345,1091KC,2
12346,1091KD,9
12347,1091KE,8
12348,1091KG,5
12349,1091KH,9
12350,1091KJ,2
12351,1091KK,2
12352,1091KL,2
12353,1091KM,2
12354,1091KN,2
12355,1091KP,2
12356,1091KR,1
12357,1091KS,2
12358,1091KT,4
12359,1091KV,5
12360,1091KW,9
12361,1091KX,10
12362,1091KZ,5
12363,1091LA,2
12364,1091LB,4
12365,1091LC,1
12366,1091LD,2
12367,1091LE,2
12368,1091LG,5
12369,1091LH,5
12370,1091LM,5
12371,1091LN,2
12372,1091LP,2
12373,1091LR,2
12374,1091LT,7
12375,1091LV,4
12376,1091LX,2
12377,1091LZ,4
12378,1091MD,5
12379,1091ME,2
12380,1091MG,2
12381,1091ML,5
12382,1091MR,10
12383,1091MS,9
12384,1091MX,7
12385,1091MZ,8
12386,1091NA,9
12387,1091NB,4
12388,1091NC,5
12389,1091NE,2
12390,1091NG,7
12391,1091NH,2
12392,1091NJ,2
12393,1091NN,4
12394,1091NP,8
12395,1091NR,1
12396,1091NS,4
12397,1091NT,2
12398,1091NV,1
12399,1091NW,2
12400,1091NZ,2
12401,1091PA,7
12402,1091PB,2
12403,1091PC,2
12404,1091PD,2
12405,1091PG,8
12406,1091PH,5
12407,1091PJ,2
12408,1091PK,5
12409,1091PL,2
12410,1091PM,2
12411,1091PN,9
12412,1091PP,1
12413,1091PR,2
12414,1091PS,5
12415,1091PW,4
12416,1091PX,8
12417,1091RA,2
12418,1091RB,2
12419,1091RC,5
12420,1091RD,4
12421,1091RE,2
12422,1091RG,5
12423,1091RH,2
12424,1091RJ,2
12425,1091RP,8
12426,1091RR,5
12427,1091RS,10
12428,1091RT,5
12429,1091RV,9
12430,1091RW,9
12431,1091RX,5
12432,1091RZ,10
12433,1091SB,7
12434,1091SE,7
12435,1091SG,9
12436,1091SH,5
12437,1091SJ,9
12438,1091SK,10
12439,1091SL,7
12440,1091ST,9
12441,1091SV,11
12442,1091SW,8
12443,1091SX,7
12444,1091SZ,10
12445,1091TA,11
12446,1091TB,10
12447,1091TC,8
12448,1091TD,7
12449,1091TE,7
12450,1091TG,7
12451,1091TH,11
12452,1091TJ,8
12453,1091TK,9
12454,1091TM,5
12455,1091TN,9
12456,1091TP,9
12457,1091TR,9
12458,1091TS,7
12459,1091TT,7
12460,1091TV,2
12461,1091TW,4
12462,1091TX,2
12463,1091VA,4
12464,1091VB,9
12465,1091VC,9
12466,1091VD,9
12467,1091VE,9
12468,1091VG,7
12469,1091VH,7
12470,1091VJ,5
12471,1091VK,5
12472,1091VL,2
12473,1091VM,5
12474,1091VN,2
12475,1091VP,2
12476,1091VR,5
12477,1091VS,2
12478,1091VT,5
12479,1091VV,5
12480,1091VW,2
12481,1091VX,4
12482,1091VZ,2
12483,1091WS,7
12484,1091WT,5
12485,1091WV,2
12486,1091WX,5
12487,1091WZ,8
12488,1091XB,2
12489,1091XC,5
12490,1091XD,8
12491,1091XM,2
12492,1091XN,9
12493,1091XP,2
12494,1091XS,7
12495,1091XT,5
12496,1091XV,11
12497,1091XW,8
12498,1091XX,5
12499,1091XZ,8
12500,1091ZB,2
12501,1091ZE,7
12502,1092AA,4
12503,1092AB,2
12504,1092AC,5
12505,1092AE,9
12506,1092AG,11
12507,1092AH,11
12508,1092AJ,11
12509,1092AL,5
12510,1092AN,11
12511,1092AP,2
12512,1092AR,7
12513,1092AT,2
12514,1092AV,8
12515,1092AX,2
12516,1092BA,9
12517,1092BB,8
12518,1092BC,2
12519,1092BD,2
12520,1092BE,2
12521,1092BG,5
12522,1092BH,2
12523,1092BJ,2
12524,1092BK,11
12525,1092BM,10
12526,1092BN,9
12527,1092BP,5
12528,1092BR,10
12529,1092BS,8
12530,1092BT,8
12531,1092BV,2
12532,1092BW,8
12533,1092BX,8
12534,1092BZ,10
12535,1092CA,7
12536,1092CB,9
12537,1092CC,8
12538,1092CE,8
12539,1092CG,2
12540,1092CH,4
12541,1092CJ,5
12542,1092CK,5
12543,1092CL,8
12544,1092CM,5
12545,1092CN,4
12546,1092CP,5
12547,1092CR,8
12548,1092CS,9
12549,1092CW,10
12550,1092CX,2
12551,1092EA,7
12552,1092EB,7
12553,1092EC,8
12554,1092ED,9
12555,1092EE,7
12556,1092EG,2
12557,1092EH,2
12558,1092EJ,2
12559,1092EK,5
12560,1092EM,2
12561,1092EN,5
12562,1092EP,2
12563,1092ER,2
12564,1092ES,2
12565,1092ET,2
12566,1092EV,1
12567,1092EW,8
12568,1092EX,8
12569,1092EZ,4
12570,1092GA,4
12571,1092GB,4
12572,1092GC,2
12573,1092GD,5
12574,1092GE,4
12575,1092GG,5
12576,1092GH,2
12577,1092GJ,4
12578,1092GK,2
12579,1092GL,4
12580,1092GM,5
12581,1092GN,5
12582,1092GP,2
12583,1092GT,5
12584,1092GW,2
12585,1092GX,5
12586,1092GZ,5
12587,1092HA,5
12588,1092HB,7
12589,1092HC,10
12590,1092HD,2
12591,1092HE,2
12592,1092HG,5
12593,1092HJ,2
12594,1092HK,2
12595,1092HL,9
12596,1092HM,8
12597,1092HN,8
12598,1092HP,1
12599,1092HR,2
12600,1092HS,2
12601,1092HT,2
12602,1092HW,4
12603,1092HX,5
12604,1092HZ,7
12605,1092JA,4
12606,1092JB,2
12607,1092JC,2
12608,1092JD,2
12609,1092JH,8
12610,1092JJ,9
12611,1092JK,10
12612,1092JL,7
12613,1092JM,8
12614,1092JP,5
12615,1092JR,2
12616,1092JS,8
12617,1092JX,2
12618,1092KA,5
12619,1092KC,2
12620,1092KE,2
12621,1092KG,5
12622,1092KH,4
12623,1092KK,2
12624,1092KL,2
12625,1092KM,2
12626,1092KN,2
12627,1092KP,2
12628,1092LC,5
12629,1092SB,5
12630,1092SC,8
12631,1092SW,2
12632,1092SX,2
12633,1092TA,5
12634,1092TB,9
12635,1092TD,2
12636,1092TE,4
12637,1092TG,9
12638,1092TJ,1
12639,1092TK,4
12640,1092TL,2
12641,1092TM,2
12642,1092TN,5
12643,1092TP,9
12644,1092TR,5
12645,1092TS,7
12646,1092TT,8
12647,1092TV,8
12648,1092TW,9
12649,1092TX,9
12650,1092TZ,11
12651,1092VA,9
12652,1092VC,2
12653,1092VD,1
12654,1092VE,4
12655,1092VJ,1
12656,1092VK,2
12657,1092VL,2
12658,1092VN,2
12659,1092VP,1
12660,1092VR,2
12661,1092VS,1
12662,1092VV,4
12663,1092VW,2
12664,1092VX,5
12665,1092VZ,4
12666,1092XA,5
12667,1092XB,5
12668,1092XC,1
12669,1092XD,2
12670,1092XP,4
12671,1092XR,2
12672,1092XS,2
12673,1092XW,2
12674,1092XX,2
12675,1093AA,8
12676,1093AD,5
12677,1093AE,2
12678,1093AG,4
12679,1093AV,5
12680,1093AW,5
12681,1093BJ,4
12682,1093BK,2
12683,1093BP,11
12684,1093BS,4
12685,1093BT,10
12686,1093BV,2
12687,1093BW,2
12688,1093BX,5
12689,1093BZ,10
12690,1093CG,2
12691,1093CH,2
12692,1093CN,7
12693,1093CP,2
12694,1093CR,5
12695,1093CV,2
12696,1093CX,4
12697,1093CZ,2
12698,1093DC,2
12699,1093DD,4
12700,1093DE,5
12701,1093DG,2
12702,1093DH,1
12703,1093DJ,5
12704,1093DK,2
12705,1093DL,2
12706,1093EA,4
12707,1093EB,2
12708,1093EC,5
12709,1093ED,8
12710,1093EE,8
12711,1093EG,8
12712,1093EH,5
12713,1093EJ,10
12714,1093EK,5
12715,1093EL,5
12716,1093EP,5
12717,1093ER,5
12718,1093EW,2
12719,1093GB,7
12720,1093GC,8
12721,1093GD,5
12722,1093GE,8
12723,1093GG,2
12724,1093GH,2
12725,1093GJ,2
12726,1093GK,2
12727,1093GL,4
12728,1093GM,1
12729,1093GN,2
12730,1093GP,2
12731,1093GS,4
12732,1093GT,2
12733,1093GV,2
12734,1093GW,4
12735,1093GX,2
12736,1093GZ,2
12737,1093HA,2
12738,1093HB,11
12739,1093HC,8
12740,1093HD,11
12741,1093HM,2
12742,1093HP,4
12743,1093HR,10
12744,1093HS,10
12745,1093HT,2
12746,1093HV,9
12747,1093HW,10
12748,1093HX,7
12749,1093HZ,2
12750,1093JB,4
12751,1093JC,7
12752,1093JD,9
12753,1093JE,5
12754,1093JG,8
12755,1093JK,2
12756,1093JL,8
12757,1093JM,9
12758,1093JN,9
12759,1093JP,8
12760,1093JR,5
12761,1093JT,11
12762,1093JV,5
12763,1093JX,3
12764,1093JZ,8
12765,1093KA,2
12766,1093KB,5
12767,1093KC,9
12768,1093KD,1
12769,1093KE,2
12770,1093KG,2
12771,1093KJ,2
12772,1093KK,5
12773,1093KP,8
12774,1093KS,11
12775,1093LA,2
12776,1093LC,2
12777,1093LE,2
12778,1093MA,4
12779,1093MC,10
12780,1093ME,8
12781,1093MJ,4
12782,1093MK,2
12783,1093NA,7
12784,1093NB,10
12785,1093NE,1
12786,1093NH,4
12787,1093RP,9
12788,1093RR,9
12789,1093RS,11
12790,1093RT,5
12791,1093RV,8
12792,1093RW,8
12793,1093RZ,5
12794,1093SB,2
12795,1093SH,2
12796,1093SJ,5
12797,1093SK,8
12798,1093SL,8
12799,1093SM,4
12800,1093SN,2
12801,1093SP,2
12802,1093SR,2
12803,1093ST,4
12804,1093SV,2
12805,1093SW,2
12806,1093SX,2
12807,1093SZ,2
12808,1093TA,2
12809,1093TB,5
12810,1093TC,4
12811,1093TE,7
12812,1093TG,5
12813,1093TH,9
12814,1093TJ,9
12815,1093TK,4
12816,1093TP,2
12817,1093TR,11
12818,1093VA,2
12819,1093VD,4
12820,1093VE,7
12821,1093VG,2
12822,1093VH,2
12823,1093VJ,2
12824,1093VK,1
12825,1093VL,4
12826,1093VM,1
12827,1093VN,2
12828,1093VP,2
12829,1093VR,5
12830,1093XA,7
12831,1093XC,4
12832,1093XD,2
12833,1093XG,2
12834,1093XL,2
12835,1093XM,2
12836,1093XN,2
12837,1093XP,2
12838,1093XR,2
12839,1093XX,2
12840,1093XZ,2
12841,1093ZB,2
12842,1094AA,2
12843,1094AB,1
12844,1094AC,2
12845,1094AD,2
12846,1094AE,9
12847,1094AG,5
12848,1094AH,1
12849,1094AJ,2
12850,1094AL,10
12851,1094AM,1
12852,1094AN,2
12853,1094AR,2
12854,1094AS,2
12855,1094AT,9
12856,1094AV,5
12857,1094AW,7
12858,1094AX,7
12859,1094AZ,2
12860,1094BA,2
12861,1094BB,9
12862,1094BC,5
12863,1094BD,2
12864,1094BE,2
12865,1094BG,7
12866,1094BH,7
12867,1094BJ,2
12868,1094BK,1
12869,1094BL,2
12870,1094BM,2
12871,1094BP,2
12872,1094BR,2
12873,1094BS,5
12874,1094BT,2
12875,1094BV,4
12876,1094BX,3
12877,1094CA,1
12878,1094CB,11
12879,1094CC,8
12880,1094CD,8
12881,1094CE,5
12882,1094CG,7
12883,1094CJ,8
12884,1094CK,8
12885,1094CL,9
12886,1094CM,1
12887,1094CN,2
12888,1094CP,7
12889,1094CR,7
12890,1094CS,7
12891,1094CT,7
12892,1094CW,8
12893,1094CX,8
12894,1094CZ,5
12895,1094EA,2
12896,1094EB,5
12897,1094EC,8
12898,1094ED,5
12899,1094EE,9
12900,1094EG,8
12901,1094EH,5
12902,1094EL,2
12903,1094EM,9
12904,1094EN,2
12905,1094EP,2
12906,1094ER,4
12907,1094ET,2
12908,1094EW,2
12909,1094EX,2
12910,1094EZ,5
12911,1094GA,5
12912,1094GB,8
12913,1094GC,7
12914,1094GE,5
12915,1094GG,8
12916,1094GH,8
12917,1094GJ,2
12918,1094GK,7
12919,1094GL,9
12920,1094GM,7
12921,1094GP,5
12922,1094GR,7
12923,1094GS,2
12924,1094GX,1
12925,1094GZ,7
12926,1094HA,8
12927,1094HB,5
12928,1094HC,5
12929,1094HD,4
12930,1094HE,7
12931,1094HG,8
12932,1094HH,2
12933,1094HJ,8
12934,1094HK,8
12935,1094HL,9
12936,1094HM,4
12937,1094HN,8
12938,1094HP,2
12939,1094HR,8
12940,1094HS,1
12941,1094HT,1
12942,1094HV,8
12943,1094HW,10
12944,1094HX,2
12945,1094HZ,1
12946,1094JA,5
12947,1094JB,7
12948,1094JC,9
12949,1094JE,4
12950,1094JG,9
12951,1094JH,8
12952,1094JJ,2
12953,1094JK,2
12954,1094JL,5
12955,1094JM,4
12956,1094JN,5
12957,1094JP,9
12958,1094JR,5
12959,1094JS,8
12960,1094JT,7
12961,1094JV,2
12962,1094JW,8
12963,1094JX,4
12964,1094JZ,5
12965,1094KA,5
12966,1094KB,5
12967,1094KC,5
12968,1094KD,5
12969,1094KE,9
12970,1094KG,9
12971,1094KH,2
12972,1094KJ,2
12973,1094KK,8
12974,1094KL,7
12975,1094KM,7
12976,1094KN,8
12977,1094KP,8
12978,1094KR,9
12979,1094KS,9
12980,1094KT,7
12981,1094KV,9
12982,1094KW,9
12983,1094KX,5
12984,1094KZ,4
12985,1094LA,4
12986,1094LB,10
12987,1094LC,8
12988,1094LD,8
12989,1094LG,7
12990,1094LH,10
12991,1094LJ,8
12992,1094LK,7
12993,1094LL,4
12994,1094LN,5
12995,1094LP,5
12996,1094LR,2
12997,1094LS,2
12998,1094LT,2
12999,1094LV,5
13000,1094LW,5
13001,1094LX,2
13002,1094LZ,2
13003,1094ME,2
13004,1094MG,2
13005,1094MH,2
13006,1094MK,2
13007,1094NA,2
13008,1094NB,7
13009,1094NC,2
13010,1094ND,8
13011,1094NE,2
13012,1094NG,2
13013,1094NH,10
13014,1094NJ,2
13015,1094NK,10
13016,1094NL,2
13017,1094NM,2
13018,1094NN,2
13019,1094NR,2
13020,1094NS,4
13021,1094NT,2
13022,1094PA,2
13023,1094PB,2
13024,1094PC,2
13025,1094PE,1
13026,1094PG,2
13027,1094PK,3
13028,1094PN,2
13029,1094PP,2
13030,1094PR,4
13031,1094PS,5
13032,1094PW,2
13033,1094RA,5
13034,1094RB,2
13035,1094RC,4
13036,1094RD,2
13037,1094RE,2
13038,1094RH,2
13039,1094RN,2
13040,1094RR,2
13041,1094RS,2
13042,1094RV,4
13043,1094RW,2
13044,1094RX,2
13045,1094RZ,2
13046,1094SB,2
13047,1094SC,1
13048,1094SG,4
13049,1094SH,2
13050,1094SL,2
13051,1094SM,9
13052,1094SN,2
13053,1094SP,2
13054,1094SR,4
13055,1094ST,2
13056,1094SW,5
13057,1094SZ,7
13058,1094TB,1
13059,1094TL,2
13060,1094TV,2
13061,1094VA,2
13062,1094XB,2
13063,1094XC,4
13064,1094XD,2
13065,1094XE,5
13066,1094XG,1
13067,1094XH,4
13068,1094XJ,4
13069,1094XK,2
13070,1094XL,4
13071,1094XM,2
13072,1094XN,2
13073,1094XV,2
13074,1094XW,2
13075,1094XX,5
13076,1094XZ,4
13077,1094ZA,2
13078,1094ZB,2
13079,1094ZC,2
13080,1094ZD,2
13081,1095AA,2
13082,1095AB,4
13083,1095AC,2
13084,1095AD,7
13085,1095AE,5
13086,1095AG,4
13087,1095AH,2
13088,1095AJ,2
13089,1095AM,8
13090,1095AN,7
13091,1095AP,2
13092,1095AR,2
13093,1095AS,5
13094,1095AT,2
13095,1095AV,5
13096,1095AW,4
13097,1095AX,5
13098,1095AZ,2
13099,1095BA,5
13100,1095BD,2
13101,1095BJ,4
13102,1095BK,8
13103,1095BL,2
13104,1095BM,5
13105,1095BN,8
13106,1095BS,9
13107,1095BT,2
13108,1095BV,2
13109,1095BW,5
13110,1095BX,5
13111,1095CA,2
13112,1095CB,1
13113,1095CC,8
13114,1095CH,7
13115,1095CJ,8
13116,1095CK,7
13117,1095CL,5
13118,1095CM,9
13119,1095CN,7
13120,1095CP,8
13121,1095CR,2
13122,1095CS,5
13123,1095CW,2
13124,1095CX,2
13125,1095CZ,2
13126,1095DA,2
13127,1095DB,2
13128,1095DC,5
13129,1095DD,2
13130,1095DE,9
13131,1095DJ,9
13132,1095DK,2
13133,1095DM,2
13134,1095DN,2
13135,1095DP,8
13136,1095DR,2
13137,1095DS,10
13138,1095DT,5
13139,1095DV,2
13140,1095DW,9
13141,1095DX,9
13142,1095EA,2
13143,1095EC,2
13144,1095ED,4
13145,1095EE,2
13146,1095EG,2
13147,1095EJ,2
13148,1095EK,5
13149,1095EL,2
13150,1095EM,2
13151,1095EN,2
13152,1095EP,9
13153,1095ER,8
13154,1095ES,2
13155,1095ET,2
13156,1095EV,8
13157,1095EW,2
13158,1095EZ,2
13159,1095GA,2
13160,1095GB,2
13161,1095GD,8
13162,1095GE,8
13163,1095GG,2
13164,1095GL,2
13165,1095GV,4
13166,1095GX,4
13167,1095GZ,9
13168,1095HC,5
13169,1095HH,2
13170,1095HK,2
13171,1095HL,2
13172,1095HM,2
13173,1095HN,7
13174,1095HP,5
13175,1095HR,2
13176,1095HV,2
13177,1095HW,8
13178,1095HZ,2
13179,1095JA,2
13180,1095JB,5
13181,1095JC,2
13182,1095JD,2
13183,1095JE,1
13184,1095JG,4
13185,1095JH,5
13186,1095JJ,5
13187,1095JK,7
13188,1095JL,9
13189,1095JM,8
13190,1095JN,2
13191,1095JP,2
13192,1095JR,5
13193,1095JS,2
13194,1095JT,2
13195,1095JV,2
13196,1095JW,2
13197,1095JX,5
13198,1095JZ,2
13199,1095KA,2
13200,1095KB,2
13201,1095KC,2
13202,1095KD,5
13203,1095KE,2
13204,1095KJ,1
13205,1095KK,5
13206,1095KN,5
13207,1095KS,2
13208,1095KT,2
13209,1095KV,5
13210,1095KX,1
13211,1095LA,2
13212,1095LC,4
13213,1095LD,2
13214,1095LG,11
13215,1095LH,7
13216,1095MA,9
13217,1095RZ,2
13218,1095SC,2
13219,1095SE,2
13220,1095SG,5
13221,1095SH,2
13222,1095SJ,2
13223,1095SK,1
13224,1095SV,5
13225,1095SZ,4
13226,1095TA,9
13227,1095TD,1
13228,1095TE,9
13229,1095TG,2
13230,1095TH,4
13231,1095TJ,5
13232,1095TL,2
13233,1095TM,2
13234,1095TN,3
13235,1095TP,8
13236,1095TR,1
13237,1095TS,5
13238,1095TT,5
13239,1095TV,2
13240,1095VA,5
13241,1095VB,5
13242,1095VC,8
13243,1095VD,3
13244,1095VJ,4
13245,1095VL,8
13246,1095VM,5
13247,1095VN,2
13248,1095VP,7
13249,1095VS,8
13250,1095VT,2
13251,1095VV,2
13252,1095VW,1
13253,1095VX,1
13254,1095VZ,7
13255,1095WB,2
13256,1095WE,2
13257,1095WG,2
13258,1095WH,2
13259,1095XA,2
13260,1095XB,4
13261,1095XC,7
13262,1095XE,8
13263,1095XG,1
13264,1095XH,4
13265,1095XJ,2
13266,1095XL,2
13267,1095XM,2
13268,1095XN,2
13269,1095XR,4
13270,1095XT,1
13271,1095XW,2
13272,1095XX,2
13273,1095XZ,4
13274,1095ZA,2
13275,1096AA,11
13276,1096AN,1
13277,1096BC,10
13278,1096BP,7
13279,1096CJ,1
13280,1096CN,5
13281,1096CR,9
13282,1096DA,1
13283,1096DB,1
13284,1096DC,1
13285,1096DD,1
13286,1096DE,1
13287,1096DG,1
13288,1096DH,1
13289,1096DJ,1
13290,1096DK,1
13291,1096DL,1
13292,1096DM,1
13293,1096DN,1
13294,1096GG,4
13295,1096HH,10
13296,1096HK,10
13297,1096HL,9
13298,1096HM,9
13299,1096HR,10
13300,1096HS,11
13301,1096HV,11
13302,1096HW,11
13303,1096HX,11
13304,1096HZ,11
13305,1097AA,2
13306,1097AB,5
13307,1097AC,10
13308,1097AD,10
13309,1097AE,11
13310,1097AH,9
13311,1097AJ,5
13312,1097AK,9
13313,1097AL,9
13314,1097AM,10
13315,1097AN,7
13316,1097AP,5
13317,1097AR,8
13318,1097AS,2
13319,1097AT,2
13320,1097AV,2
13321,1097AW,2
13322,1097AX,1
13323,1097AZ,1
13324,1097BA,1
13325,1097BB,10
13326,1097BC,1
13327,1097BD,2
13328,1097BE,2
13329,1097BG,4
13330,1097BH,2
13331,1097BJ,1
13332,1097BK,1
13333,1097BL,2
13334,1097BM,8
13335,1097BN,8
13336,1097BP,8
13337,1097BR,8
13338,1097BS,7
13339,1097BT,9
13340,1097BV,2
13341,1097BW,9
13342,1097BX,11
13343,1097BZ,8
13344,1097CA,8
13345,1097CB,9
13346,1097CC,8
13347,1097CD,11
13348,1097CE,11
13349,1097CG,5
13350,1097CH,9
13351,1097CJ,9
13352,1097CK,11
13353,1097CL,10
13354,1097CM,8
13355,1097CN,8
13356,1097CP,9
13357,1097CR,4
13358,1097CS,7
13359,1097CT,10
13360,1097CV,2
13361,1097CW,4
13362,1097CX,5
13363,1097CZ,5
13364,1097DA,5
13365,1097DB,5
13366,1097DC,5
13367,1097DD,8
13368,1097DG,10
13369,1097DH,7
13370,1097DJ,2
13371,1097DK,5
13372,1097DM,1
13373,1097DP,2
13374,1097DR,2
13375,1097DS,2
13376,1097DT,5
13377,1097DV,4
13378,1097DW,2
13379,1097EB,9
13380,1097EE,2
13381,1097EG,2
13382,1097EH,2
13383,1097EJ,2
13384,1097EK,2
13385,1097EL,9
13386,1097EM,4
13387,1097EN,2
13388,1097EP,2
13389,1097ER,11
13390,1097ES,8
13391,1097ET,5
13392,1097EW,8
13393,1097EX,8
13394,1097EZ,10
13395,1097GA,8
13396,1097GB,10
13397,1097GC,8
13398,1097GD,7
13399,1097GE,5
13400,1097GH,4
13401,1097GJ,2
13402,1097GN,2
13403,1097GP,2
13404,1097GR,2
13405,1097GS,5
13406,1097GT,8
13407,1097GV,7
13408,1097GW,7
13409,1097GX,5
13410,1097GZ,8
13411,1097HA,8
13412,1097HB,9
13413,1097HC,8
13414,1097HD,5
13415,1097HE,5
13416,1097HG,5
13417,1097HH,5
13418,1097HJ,8
13419,1097HL,10
13420,1097HM,9
13421,1097HN,4
13422,1097HP,2
13423,1097HR,4
13424,1097HS,10
13425,1097HT,11
13426,1097HW,5
13427,1097HX,9
13428,1097HZ,11
13429,1097JA,8
13430,1097JD,2
13431,1097JE,11
13432,1097JG,9
13433,1097JV,2
13434,1097JW,5
13435,1097JX,2
13436,1097KA,2
13437,1097KB,2
13438,1097KC,2
13439,1097KD,5
13440,1097KE,5
13441,1097KG,4
13442,1097KJ,5
13443,1097KL,2
13444,1097KM,2
13445,1097KN,2
13446,1097KP,2
13447,1097KR,2
